,is_action,is_indie,is_casual,is_strat,is_rpg,is_adv,is_f2p,is_sim,is_ra,is_sports,is_mmo,rnum,rval
60,1,0,0,0,0,0,0,0,0,0,0,0.7644341801385681,1
61,1,0,0,0,0,0,0,0,0,0,0,0.7968877968877969,1
62,0,1,1,0,0,0,0,0,0,0,0,0.5306122448979592,1
63,1,0,0,0,0,0,0,0,0,0,0,0.5383936451897617,1
64,1,0,0,0,0,0,0,0,0,0,0,0.9445040625479074,1
65,1,0,0,0,0,0,0,0,0,0,0,0.8948004836759371,1
66,1,0,0,0,0,0,0,0,0,0,0,0.9300239234449761,1
67,1,0,0,0,0,0,0,0,0,0,0,0.9116104868913858,1
68,1,0,0,0,0,0,0,0,0,0,0,0.8347529812606473,1
69,1,0,0,0,0,0,0,0,0,0,0,0.8450704225352113,1
70,1,1,0,1,0,0,0,0,0,0,0,0.775,1
71,1,0,0,0,0,0,0,0,0,0,0,0.6531531531531531,1
72,0,0,0,1,0,0,0,0,0,0,0,0.8091603053435115,1
73,0,0,0,1,0,0,0,0,0,0,0,0.7139240506329114,1
74,1,0,0,1,0,0,0,1,0,0,0,0.8572178477690289,1
75,0,0,0,1,0,0,0,1,0,0,0,0.7473684210526316,1
76,0,0,0,1,0,0,0,1,0,0,0,0.76,1
77,1,0,0,0,0,0,0,1,0,0,0,0.4125874125874126,0
78,0,0,0,1,0,0,0,0,0,0,0,0.7536231884057971,1
79,0,0,0,1,0,0,0,0,0,0,0,0.8037974683544303,1
80,0,0,0,1,0,0,0,0,0,0,0,0.7021276595744681,1
81,0,0,0,0,0,0,0,0,1,0,0,0.940667704549386,1
82,0,0,0,0,0,0,0,0,1,0,0,0.7808988764044944,1
83,1,0,0,0,0,0,0,0,0,0,0,0.8002018163471241,1
84,0,0,0,0,0,0,0,0,1,0,0,0.6635514018691588,1
85,0,0,0,1,0,0,0,0,0,0,0,0.8099173553719008,1
86,0,0,0,1,1,0,0,0,0,0,0,0.9009345794392524,1
87,0,0,0,1,0,0,0,0,0,0,0,0.24193548387096775,0
88,0,0,1,0,0,1,0,0,0,0,0,0.5981308411214953,1
89,1,0,0,0,0,0,0,0,0,0,0,0.7579505300353356,1
90,0,0,1,0,0,0,0,0,0,0,0,0.9219409282700421,1
91,0,0,1,0,0,0,0,0,0,0,0,0.7171717171717171,1
92,0,0,1,0,0,0,0,0,0,0,0,0.9436860068259386,1
93,0,0,1,0,0,0,0,0,0,0,0,0.9241830065359478,1
94,0,0,1,0,0,0,0,0,0,0,0,0.8333333333333334,1
95,0,0,1,0,0,0,0,0,0,0,0,0.7692307692307693,1
96,0,0,1,0,0,0,0,0,0,0,0,0.7241379310344828,1
97,0,0,1,0,0,0,0,0,0,0,0,0.6875,1
98,0,0,1,0,0,0,0,0,0,0,0,0.7666666666666667,1
99,0,0,1,0,0,0,0,0,0,0,0,0.9387755102040817,1
100,0,0,1,1,0,0,0,0,0,0,0,0.8448275862068966,1
101,0,0,1,0,0,0,0,0,0,0,0,0.6153846153846154,1
102,0,0,1,0,0,0,0,0,0,0,0,0.8333333333333334,1
103,0,0,0,1,0,0,0,0,0,0,0,0.9699018827897109,1
104,0,0,1,0,0,0,0,0,0,0,0,0.6298701298701299,1
105,0,0,1,0,0,0,0,0,0,0,0,0.7272727272727273,1
106,1,0,1,0,0,0,0,0,0,0,0,0.9395248380129589,1
107,1,0,0,0,0,0,0,0,0,0,0,0.7580231065468549,1
108,1,0,0,0,0,0,0,0,0,0,0,0.8761755485893417,1
109,0,0,0,1,0,0,0,0,0,0,0,0.951081359423275,1
110,1,0,0,0,0,0,0,0,0,0,0,0.867513611615245,1
111,1,0,0,0,0,0,0,0,0,0,0,0.7854984894259819,1
112,1,0,0,0,0,0,0,0,0,0,0,0.7703549060542797,1
113,1,0,0,0,0,0,0,0,0,0,0,0.7154696132596685,1
114,1,0,0,0,0,0,0,0,0,0,0,0.9473441108545034,1
115,0,0,0,1,0,0,0,0,0,0,0,0.9152987524622456,1
116,0,0,0,1,0,0,0,0,0,0,0,0.8642306402950051,1
117,0,0,0,0,1,0,0,0,0,0,0,0.9318983768525053,1
118,0,0,0,1,0,0,0,0,0,0,0,0.4431818181818182,0
119,0,0,0,1,0,0,0,0,0,0,0,0.7389558232931727,1
120,0,0,0,1,0,0,0,0,0,0,0,0.8581560283687943,1
121,0,1,0,0,0,0,0,1,0,0,0,0.956772781556948,1
122,0,1,1,1,0,0,0,0,0,0,0,0.4444444444444444,0
123,0,0,0,0,0,0,0,0,1,0,0,0.7345679012345679,1
124,0,0,0,0,0,0,0,0,1,0,0,0.6666666666666666,1
125,1,1,0,0,0,0,0,0,0,0,0,0.7543859649122807,1
126,0,0,0,0,1,0,0,0,0,0,0,0.6129032258064516,1
127,0,0,0,1,0,0,0,1,0,0,0,0.652542372881356,1
128,0,0,0,0,1,0,0,0,0,0,0,0.6458333333333334,1
129,1,0,0,0,1,0,0,0,0,0,0,0.9509001636661211,1
130,1,0,0,1,0,0,0,0,0,0,0,0.6385542168674698,1
131,1,0,0,1,0,0,0,0,0,0,0,0.6666666666666666,1
132,1,0,0,1,0,0,0,0,0,0,0,0.9371563236449332,1
133,0,0,0,1,0,0,0,0,0,0,0,0.9441885667840694,1
134,0,0,0,1,0,0,0,0,0,0,0,0.9553990610328639,1
135,0,0,0,1,0,0,0,0,0,0,0,0.944367816091954,1
136,1,0,0,0,0,0,0,0,0,0,0,0.8490437158469946,1
137,0,0,0,1,0,0,0,0,0,0,0,0.9328393881453155,1
138,0,0,0,1,0,0,0,0,0,0,0,0.7164502164502164,1
139,0,0,0,1,0,0,0,0,0,0,0,0.9512195121951219,1
140,0,0,0,1,0,0,0,0,0,0,0,0.8491803278688524,1
141,0,0,0,1,0,0,0,0,0,0,0,0.8831699346405228,1
142,0,0,0,1,0,0,0,0,0,0,0,0.8225806451612904,1
143,0,0,0,1,0,0,0,0,0,0,0,0.7203389830508474,1
144,0,0,0,1,0,0,0,0,0,0,0,0.640625,1
145,0,1,1,0,0,0,0,0,0,0,0,0.8776978417266187,1
146,1,1,0,1,0,0,0,0,0,0,0,0.8482269503546099,1
147,1,0,0,0,0,0,0,0,0,0,0,0.9440259932063211,1
148,0,0,0,0,0,1,0,0,0,0,0,0.9506369426751592,1
149,1,0,0,0,0,0,0,0,0,0,0,0.9451280345859661,1
150,1,0,0,0,0,0,0,0,0,0,0,0.9021884769986601,1
151,0,0,0,0,0,1,0,0,0,0,0,0.9126984126984127,1
152,1,0,0,0,0,0,0,0,0,0,0,0.9231963007537848,1
153,1,0,0,1,0,1,0,1,1,0,0,0.8774193548387097,1
154,1,0,0,0,0,0,0,0,0,0,0,0.8646616541353384,1
155,1,1,0,0,0,0,0,0,0,0,0,0.8851214574898786,1
156,0,0,0,1,0,0,0,0,0,0,0,0.8620689655172413,1
157,0,0,0,1,0,0,0,0,0,0,0,0.7338709677419355,1
158,0,0,0,0,0,0,0,0,1,0,0,0.9140083217753121,1
159,1,0,0,1,0,0,0,0,0,0,0,0.8112874779541446,1
160,0,0,0,0,0,0,0,0,1,0,0,0.4350282485875706,0
161,0,0,0,0,1,1,0,0,0,0,0,0.8685376661742984,1
162,1,0,0,0,1,1,0,0,0,0,0,0.9186602870813397,1
163,1,0,0,0,0,0,1,0,0,0,1,0.857950974230044,1
164,1,0,0,1,0,0,0,0,0,0,0,0.8695652173913043,1
165,0,1,0,1,0,0,0,1,0,0,0,0.8404255319148937,1
166,1,0,0,0,0,1,0,0,0,0,0,0.7617135207496654,1
167,1,0,0,0,0,0,0,0,0,0,0,0.5815433571996818,1
168,1,0,0,0,0,0,0,0,0,0,0,0.8799323562570462,1
169,1,0,0,0,0,0,0,0,0,0,0,0.8505263157894737,1
170,1,0,0,0,0,0,0,0,0,0,0,0.8485041374920432,1
171,1,0,0,0,0,0,0,0,0,0,0,0.6137026239067055,1
172,1,0,0,0,0,0,0,0,0,0,0,0.8534385569334837,1
173,1,0,0,0,0,0,0,0,0,0,0,0.9374900079936052,1
174,1,0,0,0,0,0,0,0,0,0,0,0.7365967365967366,1
175,1,0,0,0,0,0,0,0,0,0,0,0.6718386346004654,1
176,1,0,0,0,0,0,0,0,0,0,0,0.7249388753056235,1
177,1,0,0,0,0,0,0,0,0,0,0,0.9473364698740325,1
178,1,0,0,0,0,0,0,0,0,0,0,0.5998151571164511,1
179,1,0,0,0,0,0,0,0,0,0,0,0.8438661710037175,1
180,1,0,0,0,0,1,0,0,0,0,0,0.8720379146919431,1
181,1,0,0,0,0,0,0,0,0,0,0,0.7415254237288136,1
182,1,0,0,0,0,0,0,0,0,0,0,0.9429657794676806,1
183,0,0,0,0,1,0,0,0,0,0,0,0.7435661764705882,1
184,0,0,0,0,0,0,0,0,1,0,0,0.9459724950884086,1
185,0,0,0,0,0,1,0,0,0,0,0,0.7239263803680982,1
186,0,0,0,0,0,1,0,0,0,0,0,0.5695364238410596,1
187,0,0,0,0,1,0,0,0,0,0,0,0.5609756097560976,1
188,0,1,1,0,0,0,0,0,0,0,0,0.6666666666666666,1
189,1,0,0,0,1,1,0,0,0,0,0,0.6148409893992933,1
190,0,0,0,0,1,0,0,0,0,0,0,0.5982370225269343,1
191,0,0,0,1,0,0,0,0,0,0,0,0.4409221902017291,0
192,0,0,0,1,0,0,0,0,0,0,0,0.661520190023753,1
193,0,0,0,1,0,0,0,0,0,0,0,0.6988188976377953,1
194,0,0,0,1,0,0,0,0,0,0,0,0.8366533864541833,1
195,0,0,0,1,0,0,0,0,0,0,0,0.9232613908872902,1
196,0,0,0,1,0,0,0,0,0,0,0,0.8872340425531915,1
197,0,0,0,1,0,0,0,0,0,0,0,0.5135135135135135,1
198,0,0,0,1,0,0,0,0,0,0,0,0.9408952629291613,1
199,0,0,0,1,0,0,0,0,0,0,0,0.5140845070422535,1
200,0,0,0,1,0,0,0,0,0,0,0,0.8662155127537741,1
201,0,0,0,0,0,0,0,0,1,0,0,0.40476190476190477,0
202,1,0,0,0,0,0,0,0,0,0,0,0.6662546353522868,1
203,1,0,0,0,0,0,0,0,0,0,0,0.9139953907395768,1
204,1,0,0,0,0,1,0,0,0,0,0,0.8346791330216745,1
205,1,0,0,0,0,0,0,0,0,0,0,0.628145865434001,1
206,1,0,0,0,0,0,0,0,0,0,0,0.4635416666666667,0
207,1,0,0,0,0,1,0,0,0,0,0,0.7496839443742098,1
208,1,0,0,1,0,0,0,0,0,0,0,0.6547770700636942,1
209,1,0,0,0,0,1,0,0,0,0,0,0.9123606477337456,1
210,0,0,0,0,0,1,0,0,0,0,0,0.5234899328859061,1
211,0,0,0,0,0,1,0,0,0,0,0,0.5714285714285714,1
212,0,0,1,0,0,0,0,0,0,0,0,0.4726027397260274,0
213,0,0,0,0,0,1,0,0,0,0,0,0.897119341563786,1
214,0,0,1,0,0,0,0,0,0,0,0,0.9038759689922481,1
215,1,0,0,1,1,0,1,0,0,0,1,0.7459861871019823,1
216,0,0,0,0,0,0,0,0,1,0,0,0.8287401574803149,1
217,0,0,0,0,0,0,0,1,1,1,0,0.9157894736842105,1
218,0,0,0,1,0,0,0,0,0,0,0,0.9548563611491108,1
219,1,0,0,0,0,0,0,0,0,0,0,0.9538228796465277,1
220,0,0,0,1,1,0,0,0,0,0,0,0.5677233429394812,1
221,0,0,0,1,1,0,0,0,0,0,0,0.8120805369127517,1
222,0,0,0,1,0,0,0,0,0,0,0,0.958653738994762,1
223,0,1,0,0,0,0,0,0,0,0,0,0.7142857142857143,1
224,1,0,0,0,0,0,0,0,0,0,0,0.847457627118644,1
225,1,0,0,0,0,0,0,0,0,0,0,0.9178571428571428,1
226,1,0,0,0,0,0,0,0,0,0,0,0.9050632911392406,1
227,1,0,0,0,0,0,0,0,0,0,0,0.9403669724770642,1
228,1,0,0,0,0,0,0,0,0,0,0,0.8750415420405451,1
229,1,0,0,0,0,0,0,0,0,0,0,0.8160377358490566,1
230,1,0,0,0,0,0,0,0,0,0,0,0.8179419525065963,1
231,1,0,0,0,0,0,0,0,0,0,0,0.9352791878172588,1
232,1,0,0,0,0,0,0,0,0,0,0,0.7652329749103942,1
233,0,0,0,1,0,0,0,0,0,0,0,0.8885630498533724,1
234,1,0,0,1,0,0,0,0,0,0,0,0.9175911251980983,1
235,0,0,0,1,0,0,0,0,0,0,0,0.8679706601466992,1
236,0,0,0,1,0,0,0,0,0,0,0,0.9661676064553762,1
237,0,0,0,1,0,0,0,0,0,0,0,0.9447129325343128,1
238,1,0,0,0,0,0,0,0,0,0,0,0.6227347611202636,1
239,1,0,0,0,0,0,0,0,0,0,0,0.766209526900917,1
240,0,1,0,0,0,0,0,0,0,0,0,0.6299212598425197,1
241,1,0,0,0,0,0,0,0,0,0,0,0.4375,0
242,1,0,0,0,0,0,0,0,0,0,0,0.8051282051282052,1
243,1,0,0,0,0,1,0,0,0,0,0,0.7469458987783595,1
244,0,0,0,1,0,0,0,1,0,0,0,0.5942028985507246,1
245,0,0,0,0,1,0,1,0,0,0,1,0.7165977961432507,1
246,0,0,0,0,1,0,1,0,0,0,1,0.7616151545363908,1
247,1,0,0,0,0,1,0,0,0,0,0,0.8335195530726257,1
248,0,0,0,0,0,1,0,0,0,0,0,0.4090909090909091,0
249,1,0,0,0,0,0,0,0,0,0,0,0.1724137931034483,0
250,0,0,1,0,0,0,0,0,0,0,0,0.6666666666666666,1
251,1,0,0,0,0,0,0,0,0,0,0,0.9296422810513332,1
252,0,0,0,0,0,1,0,0,0,0,0,0.7961783439490446,1
253,0,0,0,0,0,1,0,0,0,0,0,0.772972972972973,1
254,1,0,1,0,0,0,0,0,0,0,0,0.4666666666666667,0
255,1,0,0,0,0,0,0,0,0,0,0,0.7966751918158568,1
256,0,0,0,0,0,0,0,0,0,1,0,0.6410256410256411,1
257,1,0,0,0,0,1,0,0,0,0,0,0.8037342596613113,1
258,1,0,0,0,0,0,0,0,0,0,0,0.9139254385964912,1
259,1,0,0,0,0,0,0,0,0,0,0,0.3679678530424799,0
260,0,0,0,0,0,1,0,0,0,0,0,0.2840909090909091,0
261,0,0,0,0,0,1,0,0,0,0,0,0.6,1
262,0,0,0,0,0,0,0,1,0,0,0,0.5,0
263,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0
264,0,0,0,1,1,0,0,0,0,0,0,0.7103448275862069,1
265,1,0,0,0,0,0,0,0,0,0,0,0.4845360824742268,0
266,0,0,0,1,0,0,0,0,0,0,0,0.8967381510182014,1
267,1,0,0,0,0,0,0,0,0,0,0,0.8884709422606734,1
268,0,0,0,0,0,0,0,0,1,0,0,0.8689974726200506,1
269,0,0,0,0,1,1,0,0,0,0,0,0.7261146496815286,1
270,0,0,0,0,0,1,0,0,0,0,0,0.6762589928057554,1
271,0,0,0,0,0,1,0,0,0,0,0,0.31216931216931215,0
272,0,0,0,0,0,1,0,0,0,0,0,0.7841409691629956,1
273,0,0,0,0,0,1,0,0,0,0,0,0.6447368421052632,1
274,0,0,0,0,1,1,0,0,0,0,0,0.7614213197969543,1
275,1,0,0,0,0,0,0,0,0,0,0,0.5784832451499118,1
276,0,1,1,0,0,0,0,0,1,0,0,0.7119675456389453,1
277,1,1,0,1,0,0,0,0,0,0,0,0.4909688013136289,0
278,0,0,0,1,0,0,0,1,0,0,0,0.6896551724137931,1
279,0,0,0,1,0,0,0,1,0,0,0,0.582089552238806,1
280,1,1,1,0,0,0,0,0,0,0,0,0.8748787584869059,1
281,0,1,1,0,0,0,0,0,0,0,0,0.8184357541899442,1
282,1,1,0,0,0,0,0,0,0,0,0,0.7646198830409356,1
283,0,1,0,0,0,0,0,0,0,0,0,0.7452667814113597,1
284,0,0,0,0,1,0,0,0,0,0,0,0.9257065948855989,1
285,0,0,0,1,0,0,0,0,0,0,0,0.8173652694610778,1
286,0,0,0,1,0,0,0,0,0,0,0,0.6106194690265486,1
287,0,0,0,0,0,0,0,1,0,0,0,0.36764705882352944,0
288,1,0,0,0,0,0,0,0,0,0,0,0.8628383321141185,1
289,1,0,0,0,0,0,0,0,0,0,0,0.9229973674313652,1
290,1,0,0,0,0,0,0,0,0,0,0,0.8923306772908367,1
291,1,0,0,0,0,0,0,0,0,0,0,0.6533226581265013,1
292,1,0,0,0,0,0,0,0,0,0,0,0.900252235725751,1
293,1,0,0,0,0,0,0,0,0,0,0,0.9357729648991785,1
294,1,0,0,0,0,0,0,0,0,0,0,0.868995633187773,1
295,1,0,0,0,0,0,0,0,0,0,0,0.9154228855721394,1
296,1,0,0,0,0,1,0,0,0,0,0,0.8282041293338528,1
297,1,0,0,0,0,1,0,0,0,0,0,0.650592622678433,1
298,1,0,0,0,0,0,0,0,0,0,0,0.7318774296821404,1
299,0,0,1,0,1,1,0,0,0,0,0,0.8028169014084507,1
300,1,0,0,0,1,0,0,0,0,0,0,0.8235619469026548,1
301,1,0,0,0,0,0,0,0,0,0,0,0.8126984126984127,1
302,0,0,0,0,0,1,0,0,0,0,0,0.6301369863013698,1
303,0,0,0,0,0,0,0,0,1,0,0,0.8331215586615841,1
304,1,0,0,0,0,0,0,0,0,0,0,0.5368421052631579,1
305,0,0,0,1,0,0,0,0,0,0,0,0.22641509433962265,0
306,0,0,1,0,0,0,0,0,0,0,0,0.31,0
307,0,0,0,0,0,1,0,0,0,0,0,0.575,1
308,0,0,0,0,0,1,0,0,0,0,0,0.6,1
309,0,0,0,1,0,0,0,0,0,0,0,0.5279503105590062,1
310,0,0,0,1,0,0,0,0,0,0,0,0.6468401486988847,1
311,0,0,0,1,0,0,0,0,0,0,0,0.5620915032679739,1
312,0,0,1,0,0,0,0,0,0,0,0,0.875195007800312,1
313,0,0,0,1,0,0,0,0,0,0,0,0.16822429906542055,0
314,0,0,0,0,0,0,0,0,1,0,0,0.6882022471910112,1
315,1,0,0,1,0,1,0,0,0,0,0,0.7631578947368421,1
316,0,0,1,0,0,0,0,0,0,0,0,0.7777777777777778,1
317,0,0,0,0,0,0,0,1,0,0,0,0.36585365853658536,0
318,0,0,0,0,0,0,0,0,1,0,0,0.5102040816326531,1
319,0,0,0,0,0,0,0,0,1,0,0,0.2702702702702703,0
320,0,0,0,0,1,0,0,0,0,0,0,0.7677419354838709,1
321,0,0,0,0,0,0,0,1,0,0,0,0.7,1
322,0,0,0,0,1,0,0,0,0,0,0,0.9265426052889324,1
323,0,0,0,0,1,0,0,0,0,0,0,0.6721915285451197,1
324,1,0,0,0,0,1,0,0,0,0,0,0.42038216560509556,0
325,0,0,0,0,1,0,0,0,0,0,0,0.8736581337737407,1
326,1,0,0,0,0,0,0,0,0,0,0,0.6384039900249376,1
327,0,1,1,0,0,0,0,0,0,0,0,0.9230769230769231,1
328,1,0,0,0,0,0,0,0,0,0,0,0.6769436997319035,1
329,1,0,0,0,0,0,0,0,0,0,0,0.7058823529411765,1
330,1,0,0,0,0,0,0,0,0,0,0,0.8967310549777118,1
331,1,0,0,0,0,0,0,0,0,0,0,0.9710144927536232,1
332,1,0,0,0,0,0,0,0,0,0,0,0.9704411095952705,1
333,1,0,0,0,0,0,0,0,0,0,0,0.9029411764705882,1
334,1,0,0,0,0,1,0,0,0,0,0,0.866754617414248,1
335,1,0,0,0,0,0,0,0,0,0,0,0.8357605177993528,1
336,1,0,0,0,0,1,0,0,0,0,0,0.770042194092827,1
337,1,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
338,1,0,0,0,0,0,0,0,0,0,0,0.8595988538681948,1
339,1,0,0,0,0,0,0,0,0,0,0,0.9269692227438706,1
340,1,0,0,0,0,0,0,0,0,0,0,0.43950617283950616,0
341,1,0,0,0,0,1,0,0,0,0,0,0.8719832109129066,1
342,1,0,0,0,0,0,0,0,0,0,0,0.9444444444444444,1
343,1,0,0,0,0,0,0,0,0,0,0,0.5031446540880503,1
344,1,0,0,0,0,1,0,0,0,0,0,0.7492163009404389,1
345,1,0,0,0,0,1,0,0,0,0,0,0.8317161477190441,1
346,1,0,0,0,0,0,0,0,0,0,0,0.8499012508229098,1
347,1,0,0,0,0,1,0,0,0,0,0,0.90741662518666,1
348,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,1
349,0,0,0,1,0,0,0,0,0,0,0,0.8730048577376822,1
350,1,0,0,0,0,0,0,0,0,0,0,0.861878453038674,1
351,0,0,0,0,0,0,0,1,0,0,0,0.6464088397790055,1
352,0,0,0,0,0,0,0,1,0,0,0,0.8583959899749374,1
353,0,0,0,0,0,0,0,1,0,0,0,0.7446808510638298,1
354,1,0,0,0,0,0,0,0,0,0,0,0.8717948717948718,1
355,1,0,0,0,0,0,0,0,0,0,0,0.9225473321858864,1
356,0,0,0,0,0,0,0,1,0,0,0,0.8743206521739131,1
357,0,0,0,1,0,0,0,0,0,0,0,0.92,1
358,0,0,0,1,0,0,0,0,0,0,0,0.8,1
359,1,0,0,0,0,0,0,0,0,0,0,0.8935939196525515,1
360,0,1,0,1,0,0,0,0,0,0,0,0.8090909090909091,1
361,0,1,1,0,0,0,0,0,0,0,0,0.7486033519553073,1
362,1,1,0,0,0,0,0,0,0,1,0,0.8415384615384616,1
363,1,1,0,0,0,0,0,0,0,1,0,0.7477477477477478,1
364,0,0,0,1,0,0,0,0,0,0,0,0.8816799874627801,1
365,0,0,0,0,0,1,0,0,0,0,0,0.8610499842816725,1
366,0,0,0,0,0,1,0,0,0,0,0,0.9437939110070258,1
367,1,0,0,1,0,1,0,0,0,0,0,0.7381756756756757,1
368,1,0,0,1,0,1,0,0,0,0,0,0.8452115812917594,1
369,0,1,1,0,0,0,0,0,0,0,0,0.5,0
370,0,0,1,0,0,0,0,0,0,0,0,0.7603305785123967,1
371,0,0,1,0,0,0,0,0,0,0,0,0.6666666666666666,1
372,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0
373,0,0,1,0,0,0,0,0,0,0,0,0.7878787878787878,1
374,0,0,1,0,0,0,0,0,0,0,0,0.6759259259259259,1
375,0,0,1,0,0,0,0,0,0,0,0,0.6744186046511628,1
376,0,0,1,0,0,0,0,0,0,0,0,0.40816326530612246,0
377,0,0,1,0,0,0,0,0,0,0,0,0.5660377358490566,1
378,0,0,1,0,0,0,0,0,0,0,0,0.7307692307692307,1
379,0,0,1,0,0,0,0,0,0,0,0,0.6744186046511628,1
380,0,0,1,0,0,0,0,0,0,0,0,0.5098039215686274,1
381,0,0,1,0,0,0,0,1,0,0,0,0.7407407407407407,1
382,0,0,1,0,0,0,0,1,0,0,0,0.7857142857142857,1
383,0,0,1,0,0,0,0,1,0,0,0,0.9056603773584906,1
384,0,0,1,0,0,0,0,1,0,0,0,0.813953488372093,1
385,0,0,1,0,0,0,0,1,0,0,0,0.8205128205128205,1
386,0,0,1,0,0,0,0,1,0,0,0,0.7407407407407407,1
387,1,0,0,0,0,0,0,0,0,0,0,0.8654507005022469,1
388,0,1,1,0,0,0,0,0,0,0,0,0.9090909090909091,1
389,0,1,0,0,0,0,0,0,1,1,0,0.8366336633663366,1
390,0,1,0,0,0,0,0,0,1,1,0,0.6176470588235294,1
391,1,0,0,0,0,1,0,0,0,0,0,0.7368421052631579,1
392,1,0,0,0,0,0,0,0,0,0,0,0.5943442223305705,1
393,1,0,0,0,0,0,0,0,0,0,0,0.522673031026253,1
394,0,0,0,1,0,0,0,0,0,0,0,0.7764705882352941,1
395,1,1,0,0,0,0,0,0,0,0,0,0.807277628032345,1
396,1,0,0,0,0,0,1,0,0,0,0,0.7882553606237817,1
